,frankenstein,dracula,treasure_island,monte_cristo,republic,communist_manifesto
argumentative,0,1,0,0,1,0
hostility,0,1,0,3,0,1
chagrin,0,1,0,0,0,1
dual,0,1,0,0,0,0
un,0,38,4,0,1,0
differ,0,1,0,1,16,0
designate,0,1,0,0,1,0
nothings,0,4,0,0,1,0
joyously,0,1,0,0,0,0
stake,0,20,3,3,3,0
mutilating,0,1,0,0,0,0
subjective,0,1,0,0,3,0
objective,0,1,0,0,3,0
snap,0,1,0,0,0,0
inclining,0,1,0,1,0,0
forgiven,0,3,0,6,0,0
dine,0,2,2,25,1,0
fooled,0,1,0,0,0,0
hunting,0,3,5,5,6,0
loath,0,1,0,0,0,0
marvel,0,1,0,0,1,0
addressing,0,2,2,30,0,0
query,0,1,0,1,0,0
laconically,0,3,0,1,0,0
doubting,0,3,0,4,1,0
proudly,0,3,0,9,1,0
trusting,0,3,1,0,1,0
endorsement,0,1,0,1,0,0
poke,0,1,0,0,0,0
violate,0,2,0,1,1,0
limitation,0,1,0,0,0,0
reservations,0,1,0,0,0,0
pourparlers,0,1,0,0,0,0
kingstead,0,1,0,0,0,0
desecration,0,2,0,0,0,0
thorny,0,1,0,0,1,0
mutilation,0,2,0,0,0,0
beseech,0,1,0,15,1,0
gleams,0,3,0,1,0,0
scudded,0,1,0,1,0,0
counteractant,0,1,0,0,0,0
hesitatingly,0,1,0,2,0,0
screwdriver,0,2,0,0,0,0
ordinarily,0,2,0,7,1,0
unharmed,0,1,1,2,0,0
sundown,0,3,3,0,0,0
clamps,0,1,0,2,0,0
shun,0,1,0,1,0,0
exodus,0,1,0,0,1,0
slide,0,2,0,1,0,0
filed,0,1,0,0,0,0
scudding,0,1,0,0,0,0
taint,0,1,0,0,1,0
humanising,0,1,0,0,0,0
lighting,0,2,1,8,0,0
phlegmatic,0,1,0,3,0,0
accepts,0,2,0,1,0,0
bravery,0,2,0,0,3,0
plug,0,1,0,0,0,0
tobacco,0,1,11,9,0,0
chew,0,1,0,0,0,0
wafer,0,11,0,0,0,0
biscuit,0,1,7,12,0,0
napkin,0,1,1,5,0,0
whitish,0,1,0,0,0,0
dough,0,1,0,0,0,0
putty,0,2,0,0,0,0
crumbled,0,2,0,0,0,0
scott,0,1,0,1,0,0
apprenticed,0,1,0,0,0,0
repudiated,0,1,0,0,0,0
proofs,0,3,0,25,2,0
embodiment,0,1,0,0,5,0
funereal,0,1,0,2,0,0
ominously,0,1,0,0,0,0
bough,0,1,1,0,0,0
creak,0,4,1,3,0,0
mysteriously,0,1,0,2,0,0
yews,0,1,0,0,0,0
prominence,0,2,0,0,0,0
cerements,0,1,0,0,0,0
forwards,0,1,1,7,1,0
adamantine,0,1,0,0,1,0
purity,0,5,0,4,4,0
robe,0,3,0,6,2,2
snarl,0,2,0,0,0,0
unawares,0,1,0,1,0,0
unclean,0,7,0,0,0,0
growling,0,1,2,2,0,0
growls,0,1,0,0,0,0
bloodedness,0,1,0,0,0,0
wanton,0,2,0,0,1,0
sparks,0,1,0,3,1,0
coils,0,1,0,1,0,0
medusa,0,1,0,3,0,0
snakes,0,1,1,1,0,0
masks,0,1,0,9,0,0
japanese,0,1,0,5,0,0
simultaneously,0,3,1,3,0,0
click,0,2,0,1,0,0
interstice,0,1,0,0,0,0
restoring,0,2,0,3,3,1
strings,0,1,0,3,9,0
overmuch,0,1,0,0,0,0
official,0,3,0,13,0,1
gravediggers,0,1,0,0,0,0
cricketing,0,1,0,0,0,0
melting,0,1,1,1,0,0
aspen,0,1,0,0,0,0
demon,0,2,0,8,0,0
bloodstained,0,1,0,0,0,0
carnal,0,2,0,0,0,0
unspiritual,0,1,0,0,0,0
methodicalness,0,1,0,0,0,0
soldering,0,1,0,0,0,0
plumbing,0,1,0,0,0,0
solder,0,2,0,0,0,0
operating,0,1,0,0,0,0
charring,0,1,0,0,0,0
sharpened,0,1,0,2,0,0
households,0,1,0,0,0,0
lumps,0,1,0,0,0,0
stimulating,0,1,0,0,1,0
bracing,0,1,0,0,0,0
lore,0,1,0,0,0,0
ancients,0,2,0,3,7,0
adding,0,1,2,5,10,0
multiplying,0,2,0,2,2,0
nosferatu,0,2,0,0,0,0
deads,0,1,0,0,0,0
debased,0,1,0,0,0,0
assimilating,0,1,0,0,1,0
sets,0,2,1,1,6,0
bravely,0,4,0,0,0,0
falter,0,3,0,0,1,0
missal,0,1,0,0,0,0
dint,0,1,0,1,0,0
curdling,0,1,0,0,0,0
screech,0,1,0,0,0,0
smeared,0,3,0,0,0,0
faltered,0,2,0,4,0,0
untrembling,0,1,0,0,0,0
welled,0,1,1,0,0,0
spurted,0,1,0,0,0,0
champ,0,1,0,3,0,0
reeled,0,1,3,2,0,0
sweat,0,1,1,9,0,0
token,0,1,0,19,1,0
symbol,0,2,0,0,5,0
unmoving,0,1,0,0,0,0
grinning,0,1,0,1,0,0
soldered,0,1,0,0,0,0
screwed,0,1,1,1,0,0
belongings,0,2,0,0,0,0
tuned,0,1,1,0,0,0
tempered,0,1,1,3,2,0
clues,0,5,0,0,0,0
ploughshare,0,1,0,0,0,0
pearl,0,1,0,6,0,0
en,0,3,0,6,0,0
inquisition,0,1,0,1,1,0
bustling,0,1,1,0,1,0
platforms,0,1,0,0,0,0
dainty,0,1,2,2,2,0
blush,0,5,0,7,1,0
tacit,0,1,0,1,0,0
underground,0,1,0,0,6,0
fenchurch,0,2,0,0,0,0
housekeeper,0,1,1,3,1,0
finishing,0,2,1,9,0,0
tidied,0,1,0,0,0,0
blurted,0,1,0,0,0,0
awkwardly,0,1,0,1,0,0
awkward,0,2,1,5,0,0
embarrassment,0,1,1,5,0,0
horrorstruck,0,1,0,0,0,0
simplicity,0,3,0,16,24,0
vet,0,1,0,0,0,0
grimaced,0,1,0,0,0,0
intuition,0,1,0,0,1,1
batch,0,1,0,0,0,0
typewriting,0,3,0,0,0,0
typed,0,1,0,0,0,0
cylinders,0,5,0,0,0,0
atonement,0,1,0,1,2,0
horrify,0,1,0,0,0,0
documents,0,1,0,21,1,0
brightened,0,4,1,6,0,0
machine,0,1,0,6,0,3
appealingly,0,3,0,0,0,0
thoughtfully,0,1,0,7,0,0
powerless,0,4,0,8,3,0
cupboard,0,1,0,9,0,0
item,0,1,0,0,0,0
chronological,0,2,0,0,2,0
typewrite,0,1,0,0,0,0
seventh,0,1,0,1,15,0
perturbation,0,1,0,0,0,0
borrowed,0,1,0,3,10,0
files,0,1,0,0,0,0
cuttings,0,1,0,0,0,0
judging,0,1,0,3,7,0
knitting,0,1,0,2,0,0
consignee,0,1,0,0,0,0
typescript,0,3,0,0,0,0
collating,0,1,0,0,0,0
benignly,0,1,0,0,0,0
sojourn,0,1,1,2,0,0
confidently,0,1,0,1,2,0
outbursts,0,1,0,0,0,0
brief,0,1,3,21,2,0
darkly,0,2,0,1,3,0
outbreaks,0,1,0,0,1,0
ultimate,0,2,1,1,5,1
probe,0,2,0,1,1,0
mistrust,0,1,0,3,1,0
americanism,0,1,0,0,0,0
experimental,0,1,0,0,0,1
tally,0,4,0,0,0,0
squire,0,1,106,0,0,0
appreciation,0,1,0,1,1,0
liquid,0,1,0,12,0,0
rider,0,1,1,6,0,0
generated,0,1,0,0,6,1
allayed,0,1,0,0,1,0
adequately,0,1,0,0,7,0
abnormal,0,1,0,0,1,0
limited,0,3,0,11,11,0
compelled,0,1,0,32,34,5
ex,0,1,0,3,0,0
facto,0,1,0,0,0,0
central,0,2,0,0,0,0
telephoned,0,1,0,0,0,0
teaming,0,1,0,0,0,0
supplement,0,1,0,0,0,0
paucity,0,1,0,0,0,0
consequent,0,2,0,1,0,1
operators,0,1,0,0,0,0
currency,0,1,0,0,0,0
realm,0,2,0,0,1,1
allaying,0,1,0,0,0,0
ouse,0,5,0,0,0,0
rummiest,0,1,0,0,0,0
blyme,0,1,0,0,0,0
sence,0,1,0,0,0,0
slep,0,1,2,0,0,0
urtin,0,1,0,0,0,0
smelled,0,2,0,0,0,0
jerusalem,0,1,0,0,0,2
cike,0,1,0,0,0,0
thort,0,1,0,0,0,0
haunting,0,2,0,0,0,1
reopening,0,1,0,0,0,0
detrimentally,0,1,0,0,0,0
volcanic,0,1,0,2,0,0
improves,0,1,0,0,4,0
neutral,0,2,0,2,3,0
blindfold,0,2,1,1,0,0
instinctive,0,1,0,9,0,1
emotional,0,2,0,0,1,0
derogatory,0,1,0,0,0,0
affliction,0,1,0,3,2,0
rained,0,1,0,0,0,0
unthinkingly,0,1,0,0,0,0
stroked,0,2,0,0,0,0
corridor,0,5,0,23,0,0
transcript,0,1,0,0,0,0
tidy,0,1,0,0,0,0
tidying,0,1,0,0,0,0
gracefulness,0,1,0,1,0,0
easiness,0,1,0,0,0,0
pleasantly,0,2,0,0,2,0
contemptuous,0,2,0,3,2,0
asinine,0,1,0,0,0,0
championing,0,1,0,0,0,0
equilibrium,0,1,0,0,2,0
sophistic,0,1,0,0,0,0
tendencies,0,1,0,0,5,1
non,0,1,0,5,5,3
causa,0,1,0,0,0,0
ignoratio,0,1,0,0,0,0
elenchi,0,1,0,0,1,0
polished,0,1,0,8,1,0
spontaneous,0,1,0,0,0,1
questioningly,0,3,0,0,0,0
impartiality,0,1,0,0,0,0
completest,0,1,0,0,0,0
positive,0,2,0,7,7,1
entity,0,1,0,0,0,0
consuming,0,2,0,1,0,0
indefinitely,0,1,0,1,0,0
strengthening,0,1,0,0,3,0
assimilation,0,1,0,0,1,0
relying,0,1,0,4,0,0
scriptural,0,2,0,0,0,0
vendor,0,1,0,1,0,0
nostrum,0,1,0,0,1,0
vulgarised,0,1,0,0,0,0
truism,0,1,0,0,0,0
auspices,0,1,0,3,2,0
pleasanter,0,1,1,0,2,0
boys,0,1,5,2,5,0
nimbleness,0,1,1,0,0,0
gifted,0,1,0,3,11,0
pledged,0,3,0,6,0,0
spilt,0,1,0,0,0,0
trivial,0,1,0,0,0,0
committee,0,1,0,15,0,1
secretary,0,1,0,17,0,0
ascertained,0,2,0,4,3,0
discuss,0,3,1,6,5,0
teachings,0,1,0,0,0,0
bee,0,1,0,1,2,0
necromancy,0,1,0,0,0,0
etymology,0,1,0,0,0,0
divination,0,1,0,1,0,0
meaner,0,2,0,0,5,0
fox,0,5,0,2,2,0
henceforward,0,1,0,1,1,0
overcoming,0,1,1,2,1,0
reliant,0,1,0,0,0,0
businesslike,0,1,0,0,0,0
contend,0,1,1,6,0,0
extend,0,1,0,3,7,0
unfettered,0,1,0,3,0,0
arrayed,0,3,0,2,2,0
restrict,0,1,0,0,0,0
secondly,0,2,0,2,31,0
scouted,0,1,0,0,0,0
flourish,0,4,0,0,0,0
chernosese,0,1,0,0,0,0
berserker,0,1,0,0,0,0
icelander,0,1,0,0,0,0
begotten,0,1,0,0,3,0
hun,0,1,0,0,0,0
slav,0,1,0,0,0,0
fatten,0,1,0,0,2,0
strenuous,0,1,0,0,0,0
pabulum,0,1,0,0,0,0
throws,0,2,0,3,7,0
wolfs,0,1,0,0,0,0
transform,0,1,0,0,2,1
hairbreadth,0,1,0,0,0,0
fused,0,1,0,0,0,0
galley,0,1,5,10,0,0
ceases,0,2,0,0,3,0
whereas,0,1,1,4,58,0
slack,0,4,0,0,0,0
afflict,0,1,0,1,0,0
giveth,0,1,0,1,0,0
arminius,0,2,0,0,0,0
cleverest,0,1,0,1,1,0
bravest,0,1,1,2,5,0
draculas,0,1,0,0,0,0
scions,0,1,0,0,0,0
coevals,0,1,0,0,0,0
dealings,0,1,0,3,7,0
scholomance,0,2,0,0,0,0
hermanstadt,0,1,0,0,0,0
scholar,0,1,1,1,0,0
wampyr,0,1,0,0,0,0
loins,0,1,0,1,0,0
foulness,0,1,0,0,0,0
campaign,0,3,1,3,1,0
inquiry,0,6,0,22,1,0
ricochetting,0,1,0,0,0,0
idiotic,0,2,0,0,0,0
damned,0,1,0,1,0,0
evenings,0,1,1,2,0,0
lair,0,4,0,0,0,0
sterilise,0,6,0,0,0,0
lessen,0,1,0,1,0,1
pill,0,1,0,0,0,0
discussion,0,5,1,10,26,0
vote,0,1,2,4,0,0
counsels,0,2,0,2,8,0
manlike,0,1,1,0,0,0
urgent,0,1,0,7,0,0
messenger,0,3,1,25,6,0
importunate,0,1,0,2,0,0
oddness,0,1,0,0,0,0
equality,0,1,0,6,15,1
seconding,0,1,0,0,0,0
windham,0,1,0,0,0,0
inventor,0,1,0,0,2,0
punch,0,1,1,1,0,0
patronised,0,1,0,0,0,0
precedent,0,1,0,0,0,0
tropics,0,1,0,1,0,0
stripes,0,2,0,0,0,0
treaty,0,1,3,3,3,0
engine,0,2,0,0,0,0
enlargement,0,1,0,1,4,0
monroe,0,1,0,0,0,0
doctrine,0,1,0,0,18,0
fable,0,1,2,4,1,0
conventional,0,2,0,3,5,0
prefix,0,1,0,0,0,0
revolutionised,0,1,0,0,0,1
therapeutics,0,1,0,0,0,0
evolution,0,1,0,0,4,0
unfitting,0,1,0,0,0,0
gentlemen,0,2,19,85,11,0
nationality,0,1,1,0,0,2
heredity,0,1,0,0,2,0
respective,0,1,0,8,7,0
majority,0,1,0,1,5,4
liberties,0,1,0,1,0,0
humanitarian,0,1,0,0,0,0
medico,0,1,0,0,0,0
jurist,0,1,0,0,0,0
scientist,0,1,0,0,0,0
improving,0,1,0,3,4,0
apprehend,0,1,0,2,3,0
presses,0,1,0,0,0,0
implied,0,1,0,5,16,1
scytheman,0,1,0,0,0,0
contract,0,1,0,37,0,0
practitioner,0,1,0,0,1,0
scrutinised,0,1,0,0,0,0
erred,0,1,0,0,0,0
brutally,0,2,0,1,0,1
shift,0,1,0,0,0,0
concession,0,1,1,2,0,0
bethink,0,1,0,0,0,0
reasonableness,0,1,0,0,3,0
defect,0,1,0,4,10,0
comically,0,1,0,0,0,0
groundless,0,1,0,0,0,0
imploringly,0,1,0,0,0,0
petition,0,1,0,11,0,0
militating,0,1,0,0,0,0
demonstrative,0,1,0,0,1,0
unavailing,0,2,0,3,0,0
collapse,0,4,0,0,0,0
acquiescence,0,4,1,2,0,0
wringing,0,1,1,5,0,0
plaintive,0,1,0,2,0,0
leg,0,2,23,7,0,0
ironed,0,1,0,0,0,0
gaol,0,1,0,0,0,0
wilder,0,2,0,0,0,0
behave,0,1,0,1,3,0
convince,0,1,0,10,9,0
foresight,0,1,0,4,1,0
attempting,0,2,1,8,7,0
bluff,0,1,1,0,0,0
sanest,0,1,0,0,0,0
indexy,0,1,0,0,0,0
fads,0,1,0,0,0,0
rats,0,12,2,2,0,0
conjunction,0,1,0,1,0,0
unnerve,0,1,0,0,0,0
sorting,0,1,2,0,0,0
necks,0,1,1,1,2,0
windpipes,0,1,0,0,0,0
breakable,0,1,0,0,0,0
crushable,0,1,0,0,0,0
amenable,0,2,0,0,1,0
blossoms,0,1,0,5,0,0
mundane,0,1,0,1,0,0
revolver,0,3,0,0,0,0
electric,0,3,0,5,0,1
desecrate,0,1,0,0,0,0
similarly,0,1,0,2,3,0
equipped,0,3,1,0,1,0
dexterity,0,1,2,0,1,0
stead,0,1,0,1,1,0
clang,0,1,0,0,0,0
creaked,0,1,0,9,0,0
manus,0,1,0,0,1,0
tuas,0,1,0,0,0,0
domine,0,1,0,0,0,0
opacity,0,1,0,0,0,0
powerfully,0,2,0,2,0,0
hobnails,0,1,0,0,0,0
fluffy,0,1,0,0,0,0
webs,0,1,1,1,0,0
tattered,0,1,1,1,0,0
rags,0,1,1,2,0,0
yellowed,0,1,0,0,0,0
label,0,1,0,1,0,0
turnings,0,1,0,2,0,0
oaken,0,2,0,5,0,0
ribbed,0,1,0,0,0,0
file,0,1,0,8,1,0
unpleasantness,0,1,0,1,0,0
malodorous,0,1,0,0,0,0
exhale,0,1,0,0,0,0
gaps,0,1,0,0,1,0
fasting,0,1,0,3,0,0
gloated,0,1,0,0,0,0
stagnant,0,1,1,0,0,0
miasma,0,1,0,0,0,0
fouler,0,1,0,0,0,0
ills,0,1,0,0,1,0
mortality,0,1,0,1,1,0
pungent,0,1,0,1,0,0
corrupt,0,1,0,4,8,0
sickens,0,1,0,0,0,0
exhaled,0,1,0,0,0,0
loathsomeness,0,1,0,0,0,0
stench,0,1,1,0,0,0
involved,0,1,3,1,1,1
involuntary,0,1,0,5,7,1
shrinking,0,1,0,1,0,0
cranny,0,1,0,0,0,0
chests,0,2,0,0,0,0
vaulted,0,1,0,1,0,0
ridge,0,1,1,0,0,0
phosphorescence,0,1,0,0,0,0
twinkled,0,1,0,0,0,0
yelping,0,1,0,0,2,0
terriers,0,1,0,0,0,0
vastly,0,1,0,1,1,0
baleful,0,1,0,0,0,0
fireflies,0,1,0,0,0,0
snarled,0,1,0,0,0,0
lugubrious,0,1,0,1,0,0
score,0,1,13,7,2,0
frisked,0,2,0,0,0,0
barked,0,1,1,0,0,0
merrily,0,1,0,0,0,0
darts,0,1,0,2,0,0
shakes,0,1,4,1,2,0
purifying,0,1,0,0,1,0
significance,0,3,0,2,1,2
slacken,0,1,3,0,0,0
whit,0,1,1,0,2,0
untouched,0,1,0,3,1,0
symptom,0,1,0,0,0,0
rabbit,0,1,0,7,0,0
emerged,0,1,0,4,0,0
orthodox,0,1,0,1,1,0
thereinto,0,1,0,0,0,0
allowable,0,1,0,1,2,0
particulari,0,2,0,0,0,0
pell,0,1,0,0,0,0
mell,0,1,0,0,0,0
chess,0,1,0,1,0,0
wards,0,1,0,0,1,0
tiptoe,0,1,0,5,0,0
deliberations,0,1,0,1,0,0
nether,0,2,0,0,0,1
doings,0,4,0,3,1,0
overslept,0,1,0,0,0,0
recognize,0,1,1,52,10,0
removals,0,1,0,0,0,0
simplify,0,1,0,1,0,1
cautioned,0,1,0,0,0,0
obliquity,0,1,0,0,0,0
appraise,0,1,0,0,0,0
stool,0,2,0,8,0,0
reassuring,0,1,0,1,0,0
damn,0,1,0,0,0,0
headed,0,1,6,5,3,0
dutchmen,0,1,1,0,0,0
implacable,0,1,0,10,0,0
sullenness,0,1,0,0,1,0
relentlessly,0,1,0,0,0,0
weepy,0,1,0,0,0,0
slowness,0,3,0,0,2,0
sentience,0,1,0,0,0,0
digression,0,1,0,0,3,0
lethargy,0,5,0,4,0,0
creeping,0,2,3,3,0,0
stealing,0,2,0,2,3,0
typical,0,2,0,0,0,1
gaslight,0,2,0,0,0,0
thicker,0,5,1,0,0,0
tricks,0,1,0,1,1,0
boiling,0,1,1,1,0,0
joinings,0,1,0,0,0,0
column,0,1,1,7,9,0
fascination,0,4,0,5,2,0
divided,0,1,3,15,23,0
unseat,0,1,0,0,0,0
prescribe,0,1,0,2,2,0
woven,0,2,0,1,0,0
dose,0,1,0,13,2,0
spiritless,0,1,0,0,0,0
brighten,0,1,0,0,0,0
aloof,0,1,0,1,0,0
depriving,0,1,0,4,1,0
unhappily,0,2,0,4,1,0
beer,0,3,0,0,0,0
debauch,0,1,0,0,0,0
responsible,0,1,1,10,2,0
shirtsleeves,0,1,0,0,0,0
saucer,0,2,0,0,0,0
intelligent,0,1,1,18,4,0
reliable,0,1,0,0,0,0
headpiece,0,1,1,0,0,0
eared,0,1,0,0,0,0
notebook,0,1,0,0,0,0
hieroglyphical,0,1,0,0,0,0
entries,0,1,2,4,0,0
pencil,0,2,0,4,0,0
destinations,0,1,0,1,0,0
cartload,0,1,0,0,0,0
chicksand,0,1,0,0,0,0
jamaica,0,1,0,0,0,0
lane,0,1,0,0,0,0
bermondsey,0,4,0,0,0,0
scatter,0,3,3,0,0,0
refuges,0,1,0,0,0,0
distribute,0,1,0,2,2,0
systematic,0,1,0,0,0,2
fashionable,0,1,0,15,0,0
wery,0,1,0,0,0,0
bloxam,0,5,0,0,0,0
ounds,0,1,0,0,0,0
pincher,0,1,0,0,0,0
purfect,0,1,0,0,0,0
jobs,0,1,0,0,0,0
thinkin,0,2,1,0,0,0
sam,0,6,0,0,0,0
summut,0,1,0,0,0,0
gulped,0,2,0,0,0,0
keepin,0,1,0,0,0,0
mayn,0,1,1,0,0,0
booze,0,2,0,0,0,0
mornin,0,3,0,0,0,0
ketch,0,1,0,0,0,0
penny,0,1,2,1,0,0
carpenter,0,1,1,0,22,0
korkrans,0,1,0,0,0,0
poters,0,1,0,0,0,0
bartel,0,1,0,0,0,0
depite,0,2,0,0,0,0
tasks,0,2,0,1,1,0
potter,0,2,0,1,4,0
spelling,0,3,0,0,0,0
poter,0,1,0,0,0,0
corcoran,0,2,0,0,0,0
lodging,0,1,1,3,0,0
dunno,0,1,2,0,0,0
eard,0,1,0,0,0,0
livin,0,1,0,0,0,0
anywheres,0,1,1,0,0,0
depity,0,1,0,0,0,0
phonetic,0,1,0,0,0,0
tip,0,2,3,3,0,0
deputy,0,1,0,22,0,0
poplar,0,2,0,1,0,0
fangled,0,2,0,0,3,0
ware,0,2,0,0,0,0
satisfactory,0,1,0,6,7,0
storage,0,1,0,0,0,0
surly,0,1,0,0,0,0
gatekeeper,0,1,0,0,0,0
surlier,0,1,0,0,0,0
foreman,0,2,0,0,0,0
coin,0,1,2,5,0,0
wages,0,1,0,8,0,4
smart,0,1,7,0,0,0
journeys,0,1,1,1,0,0
forgits,0,1,0,0,0,0
somethink,0,1,0,0,0,0
dustiness,0,1,0,0,0,0
tooked,0,1,0,0,0,0
elped,0,2,0,0,0,0
dray,0,1,0,0,0,0
strongest,0,1,0,4,5,0
feller,0,1,0,0,0,0
shadder,0,1,0,0,0,0
thrilled,0,1,0,2,0,0
puffin,0,1,0,0,0,0
blowin,0,1,0,0,0,0
rung,0,1,1,1,1,0
yus,0,2,0,0,0,0
nothink,0,1,0,0,0,0
gent,0,2,0,0,0,0
druv,0,1,0,0,0,0
igh,0,2,0,0,0,0
avin,0,1,0,0,0,0
loafers,0,1,0,0,0,0
copper,0,1,1,5,1,0
shillin,0,1,0,0,0,0
cussin,0,1,0,0,0,0
choosing,0,1,1,2,6,0
unobserved,0,1,1,4,2,0
circus,0,1,0,2,0,0
discharged,0,2,1,3,0,0
constitutional,0,1,0,2,2,0
lairs,0,6,0,0,0,0
untenanted,0,1,0,1,0,0
framework,0,1,2,4,1,1
mostly,0,2,8,2,2,0
scaled,0,1,1,0,0,0
balcony,0,2,0,8,0,0
uprights,0,1,0,1,0,0
boards,0,1,3,3,0,0
ownership,0,1,0,0,0,0
investigation,0,1,0,7,6,0
gaining,0,1,2,7,2,0
mews,0,2,0,0,0,0
grooms,0,1,0,2,0,0
helpers,0,1,0,0,4,0
mitchell,0,6,0,0,0,0
candy,0,5,0,0,0,0
informant,0,1,0,1,0,0
thanking,0,1,0,4,0,0
sackville,0,1,0,0,0,0
suave,0,1,0,0,0,0
uncommunicative,0,1,0,0,0,0
purchased,0,2,0,22,0,0
replying,0,2,0,5,1,0
politeness,0,1,1,27,1,0
laconic,0,2,0,1,0,0
prig,0,1,0,0,0,0
arguing,0,1,1,0,7,0
prompted,0,1,0,0,0,0
renting,0,1,0,0,0,0
chambers,0,2,0,2,0,0
deviate,0,1,0,1,0,0
rated,0,1,1,1,0,0
conferences,0,1,0,1,0,0
repugnant,0,1,0,3,0,0
accidental,0,1,1,0,6,0
shudders,0,1,0,0,0,0
coup,0,1,0,11,0,0
walled,0,1,0,1,0,0
burglary,0,2,0,2,0,0
duck,0,3,2,1,0,0
contracted,0,1,0,8,1,0
advisable,0,1,0,1,0,0
discussing,0,1,1,5,2,0
bearings,0,1,6,5,0,0
wrinkles,0,1,0,4,1,0
mend,0,1,2,0,1,0
afresh,0,3,1,1,0,0
repulse,0,2,1,0,0,0
subjectively,0,1,0,0,1,0
weaknesses,0,1,0,1,3,0
improve,0,1,0,2,5,1
malvolio,0,1,0,0,0,0
psychic,0,1,0,0,0,0
typified,0,1,0,0,0,0
butterfly,0,1,0,0,0,0
analogy,0,2,0,0,23,0
logically,0,2,0,2,0,0
foiled,0,1,0,0,0,0
phagy,0,1,0,0,0,0
ineffably,0,1,0,0,0,0
benign,0,1,0,0,0,0
superiority,0,1,0,11,14,0
arrogate,0,1,0,2,0,0
attributes,0,1,0,3,8,0
deity,0,1,0,2,3,0
concerns,0,1,0,7,5,0
purely,0,2,0,2,6,3
terrestrial,0,1,0,3,0,0
enoch,0,3,0,0,0,0
spiritually,0,1,0,0,0,0
poser,0,1,0,0,0,0
appositeness,0,1,0,0,0,0
lowering,0,1,2,8,1,0
harked,0,1,0,0,0,0
disconcert,0,1,0,1,0,0
relapsed,0,1,0,2,0,0
leer,0,1,1,0,0,0
cloudiness,0,1,0,0,0,0
antagonism,0,1,0,0,7,6
sulky,0,1,0,1,0,0
poring,0,1,0,0,0,0
harkers,0,2,0,0,0,0
pose,0,1,2,1,0,0
apologetic,0,1,0,0,0,0
twittering,0,1,0,0,0,0
miauing,0,1,0,0,0,0
affect,0,2,1,14,13,1
screwing,0,1,0,0,0,0
tightly,0,1,1,2,0,0
soaped,0,1,0,0,0,0
undergoing,0,1,0,4,2,0
distract,0,2,0,4,0,0
mice,0,1,0,0,0,0
larder,0,1,0,0,0,0
molecules,0,1,0,0,0,0
lesser,0,1,0,0,23,0
carnivora,0,1,0,0,0,0
reflectively,0,1,0,0,0,0
despondently,0,1,0,0,0,0
plague,0,1,0,4,1,0
apologetically,0,1,1,0,0,0
irritable,0,1,0,1,1,0
tolerate,0,1,0,1,2,0
ponder,0,1,0,4,0,0
drinking,0,1,6,12,19,0
despises,0,1,0,1,2,0
afoot,0,1,2,0,0,0
gaily,0,1,0,0,0,0
buzz,0,1,0,4,2,0
folding,0,1,0,3,0,0
vendors,0,1,0,1,0,0
executors,0,1,0,0,0,0
archibald,0,1,0,0,0,0
suffield,0,1,0,0,0,0
purchaser,0,1,1,3,1,0
ville,0,2,0,3,0,0
counter,0,1,1,2,0,0
discussed,0,3,0,3,13,0
respiration,0,1,0,6,0,0
admitted,0,1,3,18,37,0
dozed,0,1,1,0,0,0
readiness,0,2,1,12,1,0
imported,0,1,0,0,1,1
weakest,0,2,0,1,3,0
authorities,0,1,0,13,3,0
physicians,0,1,0,1,13,0
cures,0,1,0,0,1,0
waistcoats,0,1,0,0,0,0
resumption,0,1,0,0,0,0
yell,0,2,1,0,0,0
exactness,0,1,0,0,5,0
unity,0,1,0,1,47,0
originated,0,1,0,3,1,1
eversfield,0,1,0,0,0,0
kink,0,1,0,0,0,0
slippers,0,2,0,3,0,0
celerity,0,1,0,1,0,0
simmons,0,1,0,0,0,0
superficial,0,1,0,1,4,0
fracture,0,1,0,0,0,0
skull,0,2,1,5,0,0
extending,0,1,0,24,6,0
motor,0,2,0,0,0,0
suffusion,0,2,0,1,0,0
trephine,0,1,0,0,0,0
tapping,0,1,4,4,0,0
pajamas,0,1,0,0,0,0
trephining,0,1,0,0,0,0
clot,0,1,0,0,0,0
morrhage,0,1,0,0,0,0
insensibility,0,1,0,3,0,0
inured,0,1,0,3,1,0
surging,0,2,0,0,0,0
peal,0,1,2,2,0,0
convulsively,0,2,0,15,1,0
smarts,0,1,0,0,0,0
moistened,0,2,0,6,0,0
piercingly,0,1,0,0,0,0
roved,0,1,0,0,0,0
blinked,0,2,0,0,0,0
gripped,0,2,1,0,0,0
glinted,0,1,0,0,0,0
sapphire,0,1,0,2,0,0
moths,0,1,0,0,0,0
acherontia,0,1,0,0,0,0
aitetropos,0,1,0,0,0,0
sphinges,0,1,0,0,0,0
owned,0,2,1,5,1,1
grimmer,0,1,0,0,0,0
watered,0,1,1,7,0,0
grabbed,0,1,0,0,0,0
significantly,0,3,0,6,2,0
predominated,0,1,0,0,0,0
bristles,0,1,0,0,0,0
stupor,0,2,1,4,0,0
facing,0,1,1,3,1,1
tension,0,2,0,0,0,0
compel,0,3,0,5,8,0
dripping,0,1,2,2,0,0
cowered,0,5,0,0,0,0
crucifixes,0,1,0,0,0,0
vapour,0,1,3,0,0,0
trailed,0,1,1,0,0,0
recoil,0,1,0,1,0,0
disarray,0,1,2,0,0,0
